,utid,participant,experiment,difficulty,scenario,actions,accuracy,judgement_accuracy
12715,3_60aa4b9356c591511cc09f5f_crime_congruent,60aa4b9356c591511cc09f5f,experiment_3,1,crime,CA,0.8825559560970593,0.7697169067640808
12739,3_60aa4b9356c591511cc09f5f_finance_incongruent,60aa4b9356c591511cc09f5f,experiment_3,2,finance,CA,0.889903623487364,0.6892722668670673
12763,3_60b56ada17663c9fdcb74bdd_crime_congruent,60b56ada17663c9fdcb74bdd,experiment_3,1,crime,CA,0.919417703597462,0.8694417580332267
12787,3_60b56ada17663c9fdcb74bdd_finance_incongruent,60b56ada17663c9fdcb74bdd,experiment_3,2,finance,CA,0.8314500343841895,0.8198125074608882
12811,3_60c048ca962103e0da201a34_crime_congruent,60c048ca962103e0da201a34,experiment_3,1,crime,CA,0.9221501055838477,0.6630823342216774
12835,3_60c048ca962103e0da201a34_finance_incongruent,60c048ca962103e0da201a34,experiment_3,2,finance,CA,0.9163757989992909,0.6361965624455006
12859,3_60c0ed7d2fbe3e53bca9866a_crime_incongruent,60c0ed7d2fbe3e53bca9866a,experiment_3,2,crime,CA,0.8817375208021835,0.8315696157866962
12883,3_60c0ed7d2fbe3e53bca9866a_finance_congruent,60c0ed7d2fbe3e53bca9866a,experiment_3,1,finance,CA,1.0,0.8492443277111181
12907,3_60ccdd2c461e041ac1dc2b41_crime_incongruent,60ccdd2c461e041ac1dc2b41,experiment_3,2,crime,CA,0.886039423540362,0.886039423540362
12931,3_60ccdd2c461e041ac1dc2b41_finance_congruent,60ccdd2c461e041ac1dc2b41,experiment_3,1,finance,CA,0.91695452014626,0.886039423540362
12955,3_60d2f9397932f9695f49f5f4_crime_incongruent,60d2f9397932f9695f49f5f4,experiment_3,2,crime,CA,0.8634952734420129,0.8475014296673953
